1741177416888|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual
1741179339253|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select 1 from dual where sys_context('USERENV','CLOUD_SERVICE') in ('OLTP','DWCS','JDCS')|select 1 from dual where sys_context('USERENV','CLOUD_SERVICE') in ('OLTP','DWCS','JDCS')
1741179339787|11|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from all_sequences|select * from all_sequences
1741179340631|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows
1741179340632|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741179340634|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179340636|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179340638|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179340639|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows
1741179340641|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741179340844|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from all_sequences|select * from all_sequences
1741179340958|12|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741179340963|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741179340967|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741179340971|2|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_TASK" where 1=0|select * from "BROBRO332"."TBL_TASK" where 1=0
1741179340977|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741179340979|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741179340983|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_PROJECT" where 1=0|select * from "BROBRO332"."TBL_PROJECT" where 1=0
1741179340986|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741179340989|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_PROJECT" where 1=0|select * from "BROBRO332"."TBL_PROJECT" where 1=0
1741179352380|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email=?|select m1_0.member_email,m1_0.created_at,m1_0.member_del_flag,m1_0.member_description,m1_0.modified_at,m1_0.member_name,m1_0.member_password from tbl_member m1_0 where m1_0.member_email='zz'
1741179352495|0|commit|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe||
1741179416940|3|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual|select cast('string' as varchar2(32000)), sys_context('USERENV','CLOUD_SERVICE') from dual
1741179416946|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select 1 from dual where sys_context('USERENV','CLOUD_SERVICE') in ('OLTP','DWCS','JDCS')|select 1 from dual where sys_context('USERENV','CLOUD_SERVICE') in ('OLTP','DWCS','JDCS')
1741179417479|8|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from all_sequences|select * from all_sequences
1741179418296|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows
1741179418297|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741179418299|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179418301|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179418303|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741179418304|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows
1741179418305|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741179418510|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from all_sequences|select * from all_sequences
1741179418597|1|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741179418603|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741179418607|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741179418608|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_TASK" where 1=0|select * from "BROBRO332"."TBL_TASK" where 1=0
1741179418610|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741179418612|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741179418614|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_PROJECT" where 1=0|select * from "BROBRO332"."TBL_PROJECT" where 1=0
1741179418618|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741179418621|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_PROJECT" where 1=0|select * from "BROBRO332"."TBL_PROJECT" where 1=0
1741179434090|10|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select w1_0.workspace_id,w1_0.workspace_name,w1_0.workspace_description,w1_0.created_at,w1_0.modified_at,m1_0.member_email,m1_0.member_name from tbl_workspace w1_0 join tbl_member_workspace mw1_0 on w1_0.workspace_id=mw1_0.workspace_id join tbl_member m1_0 on m1_0.member_email=mw1_0.member_id where m1_0.member_email=?|select w1_0.workspace_id,w1_0.workspace_name,w1_0.workspace_description,w1_0.created_at,w1_0.modified_at,m1_0.member_email,m1_0.member_name from tbl_workspace w1_0 join tbl_member_workspace mw1_0 on w1_0.workspace_id=mw1_0.workspace_id join tbl_member m1_0 on m1_0.member_email=mw1_0.member_id where m1_0.member_email='zz'
1741179434158|0|statement|connection 0|url jdbc:p6spy:oracle:thin:@localhost:1521:xe|select w1_0.workspace_id,w1_0.workspace_name,w1_0.workspace_description,w1_0.created_at,w1_0.modified_at,m1_0.member_email,m1_0.member_name from tbl_workspace w1_0 join tbl_member_workspace mw1_0 on w1_0.workspace_id=mw1_0.workspace_id join tbl_member m1_0 on m1_0.member_email=mw1_0.member_id where m1_0.member_email=?|select w1_0.workspace_id,w1_0.workspace_name,w1_0.workspace_description,w1_0.created_at,w1_0.modified_at,m1_0.member_email,m1_0.member_name from tbl_workspace w1_0 join tbl_member_workspace mw1_0 on w1_0.workspace_id=mw1_0.workspace_id join tbl_member m1_0 on m1_0.member_email=mw1_0.member_id where m1_0.member_email='zz'
1741184633274|115|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|select * from all_sequences|select * from all_sequences
1741184634501|1|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_invitation(rn_ number(10,0) not null, created_at timestamp(6), invitation_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), requester_type varchar2(255 char), status varchar2(255 char), primary key (rn_)) on commit delete rows
1741184634503|0|statement|connection 3|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_task(rn_ number(10,0) not null, created_at timestamp(6), member_task_id number(19,0), modified_at timestamp(6), task_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741184634504|0|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_task(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), task_end_at timestamp(6), task_id number(19,0), task_start_at timestamp(6), task_type varchar2(10 char), task_name varchar2(20 char), task_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741184634505|0|statement|connection 5|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_milestone(rn_ number(10,0) not null, created_at timestamp(6), id number(19,0), milestone_due_at timestamp(6), milestone_id number(19,0), modified_at timestamp(6), milestone_name varchar2(20 char), milestone_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741184634506|0|statement|connection 6|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_project(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), project_id number(19,0), workspace_id number(19,0), project_name varchar2(20 char), project_description varchar2(200 char), primary key (rn_)) on commit delete rows
1741184634507|0|statement|connection 7|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_workspace(rn_ number(10,0) not null, created_at timestamp(6), modified_at timestamp(6), workspace_id number(19,0), workspace_name varchar2(20 char), workspace_description varchar2(200 char), leader_email varchar2(255 char), primary key (rn_)) on commit delete rows
1741184634508|0|statement|connection 8|url jdbc:oracle:thin:@localhost:1521:xe|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows|create global temporary table HTE_tbl_member_workspace(rn_ number(10,0) not null, created_at timestamp(6), member_workspace_id number(19,0), modified_at timestamp(6), workspace_id number(19,0), member_id varchar2(255 char), primary key (rn_)) on commit delete rows
1741184634701|1|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from all_sequences|select * from all_sequences
1741184634763|1|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741184634767|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741184634771|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741184634772|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_TASK" where 1=0|select * from "BROBRO332"."TBL_TASK" where 1=0
1741184634775|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_MEMBER" where 1=0|select * from "BROBRO332"."TBL_MEMBER" where 1=0
1741184634776|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741184634779|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_PROJECT" where 1=0|select * from "BROBRO332"."TBL_PROJECT" where 1=0
1741184634781|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0|select * from "BROBRO332"."TBL_WORKSPACE" where 1=0
1741184634784|0|statement|connection 9|url jdbc:oracle:thin:@localhost:1521:xe|select * from "BROBRO332"."TBL_PROJECT" where 1=0|select * from "BROBRO332"."TBL_PROJECT" where 1=0
[1741184644119] [Connection ID: 10] [Elapsed: 0ms] 
    select
        m1_0.member_email,
        m1_0.created_at,
        m1_0.member_del_flag,
        m1_0.member_description,
        m1_0.modified_at,
        m1_0.member_name,
        m1_0.member_password 
    from
        tbl_member m1_0 
    where
        m1_0.member_email=?
[1741184644219] [Connection ID: 10] [Elapsed: 0ms] 
